74,drizzle,the_pokémon_makes_it_rain_when_it_enters_a_battle.
75,drought,turns_the_sunlight_harsh_when_the_pokémon_enters_a_battle.
76,air_lock,eliminates_the_effects_of_weather.
77,simple,the_stat_changes_the_pokémon_receives_are_doubled.
78,mold_breaker,moves_can_be_used_on_the_target_regardless_of_its_abilities.
79,anticipation,the_pokémon_can_sense_an_opposing_pokémon's_dangerous_moves.
80,honey_gather,the_pokémon_may_gather_honey_after_a_battle.
81,flower_gift,boosts_the_attack_and_sp._def_stats_of_itself_and_allies_in_harsh_sunlight.
82,sticky_hold,items_held_by_the_pokémon_are_stuck_fast_and_cannot_be_removed_by_other_pokémon.
83,technician,powers_up_the_pokémon's_weaker_moves.
84,aftermath,damages_the_attacker_if_it_contacts_the_pokémon_with_a_finishing_hit.
85,stench,by_releasing_stench_when_attacking_this_pokémon_may_cause_the_target_to_flinch.
86,steadfast,the_pokémon's_determination_boosts_the_speed_stat_each_time_the_pokémon_flinches.
87,snow_warning,the_pokémon_summons_a_hailstorm_when_it_enters_a_battle.
88,motor_drive,boosts_its_speed_stat_if_hit_by_an_electric-type_move_instead_of_taking_damage.
89,leaf_guard,prevents_status_conditions_in_harsh_sunlight.
90,snow_cloak,boosts_evasiveness_in_a_hailstorm.
91,adaptability,powers_up_moves_of_the_same_type_as_the_pokémon.
92,slow_start,for_five_turns_the_pokémon's_attack_and_speed_stats_are_halved.
93,bad_dreams,reduces_the_hp_of_sleeping_opposing_pokémon.
94,multitype,changes_the_pokémon's_type_to_match_the_plate_or_z-crystal_it_holds.
95,victory_star,boosts_the_accuracy_of_its_allies_and_itself.
96,gluttony,makes_the_pokémon_eat_a_held_berry_when_its_hp_drops_to_half_or_less_which_is_sooner_than_usual.
97,forewarn,when_it_enters_a_battle_the_pokémon_can_tell_one_of_the_moves_an_opposing_pokémon_has.
98,big_pecks,protects_the_pokémon_from_defense-lowering_effects.
99,unaware,when_attacking_the_pokémon_ignores_the_target_pokémon's_stat_changes.
100,sand_rush,boosts_the_pokémon's_speed_stat_in_a_sandstorm.
101,healer,sometimes_heals_an_ally's_status_condition.
102,prankster,gives_priority_to_a_status_move.
103,reckless,powers_up_moves_that_have_recoil_damage.
104,sheer_force,removes_additional_effects_to_increase_the_power_of_moves_when_attacking.
105,wonder_skin,makes_status_moves_more_likely_to_miss.
106,mummy,contact_with_the_pokémon_changes_the_attacker's_ability_to_mummy.
107,solid_rock,reduces_the_power_of_supereffective_attacks_taken.
108,defeatist,halves_the_pokémon's_attack_and_sp._atk_stats_when_its_hp_becomes_half_or_less.
109,illusion,comes_out_disguised_as_the_pokémon_in_the_party's_last_spot.
110,frisk,when_it_enters_a_battle_the_pokémon_can_check_an_opposing_pokémon's_held_item.
111,overcoat,protects_the_pokémon_from_things_like_sand_hail_and_powder.
112,ice_body,the_pokémon_gradually_regains_hp_in_a_hailstorm.
113,iron_barbs,inflicts_damage_on_the_attacker_upon_contact_with_iron_barbs.
114,telepathy,anticipates_an_ally's_attack_and_dodges_it.
115,iron_fist,powers_up_punching_moves.
116,defiant,boosts_the_pokémon's_attack_stat_sharply_when_its_stats_are_lowered.
117,justified,being_hit_by_a_dark-type_move_boosts_the_attack_stat_of_the_pokémon_for_justice.
118,turboblaze,moves_can_be_used_on_the_target_regardless_of_its_abilities.
119,teravolt,moves_can_be_used_on_the_target_regardless_of_its_abilities.
120,sand_force,boosts_the_power_of_rock-_ground-_and_steel-type_moves_in_a_sandstorm.
121,download,compares_an_opposing_pokémon's_defense_and_sp._def_stats_before_raising_its_own_attack_or_sp._atk_stat—whichever_will_be_more_effective.
122,flower_veil,ally_grass-type_pokémon_are_protected_from_status_conditions_and_the_lowering_of_their_stats.
123,sap_sipper,boosts_the_attack_stat_if_hit_by_a_grass-type_move_instead_of_taking_damage.
124,fur_coat,halves_the_damage_from_physical_moves.
125,stance_change,the_pokémon_changes_its_form_to_blade_forme_when_it_uses_an_attack_move_and_changes_to_shield_forme_when_it_uses_king's_shield.
126,sweet_veil,prevents_itself_and_ally_pokémon_from_falling_asleep.
127,tough_claws,powers_up_moves_that_make_direct_contact._
128,mega_launcher,powers_up_aura_and_pulse_moves._
129,dry_skin,restores_hp_in_rain_or_when_hit_by_water-type_moves._reduces_hp_in_harsh_sunlight_and_increases_the_damage_received_from_fire-type_moves.
130,strong_jaw,the_pokémon's_strong_jaw_boosts_the_power_of_its_biting_moves.
131,refrigerate,normal-type_moves_become_ice-type_moves._the_power_of_those_moves_is_boosted_a_little.
132,cheek_pouch,restores_hp_as_well_when_the_pokémon_eats_a_berry.
133,fairy_aura,powers_up_each_pokémon's_fairy-type_moves.
134,dark_aura,powers_up_each_pokémon's_dark-type_moves.
135,aura_break,the_effects_of_aura_abilities_are_reversed_to_lower_the_power_of_affected_moves.
136,magician,the_pokémon_steals_the_held_item_of_a_pokémon_it_hits_with_a_move.
137,stakeout,doubles_the_damage_dealt_to_the_target's_replacement_if_the_target_switches_out.
138,battery,powers_up_ally_pokémon's_special_moves.
139,dancer,when_another_pokémon_uses_a_dance_move_it_can_use_a_dance_move_following_it_regardless_of_its_speed.
140,schooling,when_it_has_a_lot_of_hp_the_pokémon_forms_a_powerful_school._it_stops_schooling_when_its_hp_is_low.__doesn't_work_until_level_20.
141,merciless,the_pokémon's_attacks_become_critical_hits_if_the_target_is_poisoned.
142,water_bubble,lowers_the_power_of_fire-type_moves_done_to_the_pokémon_and_prevents_the_pokémon_from_getting_a_burn.
143,corrosion,the_pokémon_can_poison_the_target_even_if_it's_a_steel_or_poison_type.
144,fluffy,halves_the_damage_taken_from_moves_that_make_direct_contact_but_doubles_that_of_fire-type_moves.
145,receiver,the_pokémon_copies_the_ability_of_a_defeated_ally.
146,wimp_out,the_pokémon_cowardly_switches_out_when_its_hp_becomes_half_or_less.
147,emergency_exit,the_pokémon_sensing_danger_switches_out_when_its_hp_becomes_half_or_less.
148,water_compaction,boosts_the_pokémon's_defense_stat_sharply_when_hit_by_a_water-type_move.
149,innards_out,damages_the_attacker_landing_the_finishing_hit_by_the_amount_equal_to_its_last_hp.
150,rks_system,changes_the_pokémon's_type_to_match_the_memory_disc_it_holds.
151,shields_down,when_its_hp_becomes_half_or_less_the_pokémon's_shell_breaks_and_it_becomes_aggressive.
152,comatose,it's_always_drowsing_and_will_never_wake_up._it_can_attack_without_waking_up.
153,disguise,once_per_battle_the_shroud_that_covers_the_pokémon_can_protect_it_from_an_attack.
154,dazzling,surprises_the_opposing_pokémon_making_it_unable_to_attack_using_priority_moves.
155,berserk,boosts_the_pokémon's_sp._atk_stat_when_it_takes_a_hit_that_causes_its_hp_to_become_half_or_less.
156,steelworker,powers_up_steel-type_moves.
157,bulletproof,protects_the_pokémon_from_some_ball_and_bomb_moves.
158,electric_surge,turns_the_ground_into_electric_terrain_when_the_pokémon_enters_a_battle.
159,psychic_surge,turns_the_ground_into_psychic_terrain_when_the_pokémon_enters_a_battle.
160,grassy_surge,turns_the_ground_into_grassy_terrain_when_the_pokémon_enters_a_battle.
161,misty_surge,turns_the_ground_into_misty_terrain_when_the_pokémon_enters_a_battle.
162,full_metal_body,prevents_other_pokémon's_moves_or_abilities_from_lowering_the_pokémon's_stats.
163,shadow_shield,reduces_the_amount_of_damage_the_pokémon_takes_while_its_hp_is_full.
164,beast_boost,the_pokémon_boosts_its_most_proficient_stat_each_time_it_knocks_out_a_pokémon.
165,prism_armor,reduces_the_power_of_supereffective_attacks_taken.
166,soul-heart,boosts_its_sp._atk_stat_every_time_a_pokémon_faints.
167,tangled_feet,raises_evasiveness_if_the_pokémon_is_confused.
168,weak_armor,physical_attacks_to_the_pokémon_lower_its_defense_stat_but_sharply_raise_its_speed_stat.
169,power_spot,just_being_next_to_the_pokémon_powers_up_moves.
170,light_metal,halves_the_pokémon's_weight.
171,hunger_switch,the_pokémon_changes_its_form_alternating_between_its_full_belly_mode_and_hangry_mode_after_the_end_of_each_turn.
172,intrepid_sword,boosts_the_pokémon's_attack_stat_when_the_pokémon_enters_a_battle.
173,dauntless_shield,boosts_the_pokémon's_defense_stat_when_the_pokémon_enters_a_battle.
174,wandering_spirit,the_pokémon_exchanges_abilities_with_a_pokémon_that_hits_it_with_a_move_that_makes_direct_contact.
175,ice_face,the_pokémon's_ice_head_can_take_a_physical_attack_as_a_substitute_but_the_attack_also_changes_the_pokémon's_appearance._the_ice_will_be_restored_when_it_hails.
176,cotton_down,when_the_pokémon_is_hit_by_an_attack_it_scatters_cotton_fluff_around_and_lowers_the_speed_stat_of_all_pokémon_except_itself.
177,ball_fetch,if_the_pokémon_is_not_holding_an_item_it_will_fetch_the_poke_ball_from_the_first_failed_throw_of_the_battle.
178,steam_engine,boosts_the_pokémon's_speed_stat_drastically_if_hit_by_a_fire-_or_water-type_move.
179,ripen,ripens_berries_and_doubles_their_effect.
180,sand_spit,the_pokémon_creates_a_sandstorm_when_it's_hit_by_an_attack.
181,gulp_missile,when_the_pokémon_uses_surf_or_dive_it_will_come_back_with_prey._when_it_takes_damage_it_will_spit_out_the_prey_to_attack.
182,transistor,powers_up_electric-type_moves.
183,dragon's_maw,powers_up_dragon-type_moves.
184,chilling_neigh,when_the_pokémon_knocks_out_a_target_it_utters_a_chilling_neigh_which_boosts_its_attack_stat.
185,grim_neigh,when_the_pokémon_knocks_out_a_target_it_utters_a_terrifying_neigh_which_boosts_its_special_attack_stat.
186,NULL,NULL
187,magic_bounce,reflects_status_moves_instead_of_getting_hit_by_them.
188,magic_guard,the_pokémon_only_takes_damage_from_attacks.
189,competitive,boosts_the_sp._atk_stat_sharply_when_a_stat_is_lowered.
190,tinted_lens,the_pokémon_can_use_not_very_effective_moves_to_deal_regular_damage.
191,arena_trap,prevents_opposing_pokémon_from_fleeing.
192,cloud_nine,eliminates_the_effects_of_weather.
193,scrappy,the_pokémon_can_hit_ghost-type_pokémon_with_normal-_and_fighting-type_moves.
194,sniper,powers_up_moves_if_they_become_critical_hits_when_attacking.
195,filter,reduces_the_power_of_supereffective_attacks_taken.
196,anger_point,the_pokémon_is_angered_when_it_takes_a_critical_hit_and_that_maxes_its_attack_stat.
197,huge_power,doubles_the_pokémon's_attack_stat.
198,solar_power,boosts_the_sp._atk_stat_in_harsh_sunlight_but_hp_decreases_every_turn.
199,super_luck,the_pokémon_is_so_lucky_that_the_critical-hit_ratios_of_its_moves_are_boosted.
200,quick_feet,boosts_the_speed_stat_if_the_pokémon_has_a_status_condition.
201,rain_dish,the_pokémon_gradually_regains_hp_in_rain._
202,poison_heal,restores_hp_if_the_pokémon_is_poisoned_instead_of_losing_hp.
203,normalize,all_the_pokémon's_moves_become_normal_type._the_power_of_those_moves_is_boosted_a_little.
204,stall,the_pokémon_moves_after_all_other_pokémon_do.
205,storm_drain,draws_in_all_water-type_moves._instead_of_being_hit_by_water-type_moves_it_boosts_its_sp._atk.
206,unburden,boosts_the_speed_stat_if_the_pokémon's_held_item_is_used_or_lost.
207,klutz,the_pokémon_can't_use_any_held_items.
208,heatproof,the_heatproof_body_of_the_pokémon_halves_the_damage_from_fire-type_moves_that_hit_it.
209,regenerator,restores_a_little_hp_when_withdrawn_from_battle.
210,poison_touch,may_poison_a_target_when_the_pokémon_makes_contact.
211,infiltrator,passes_through_the_opposing_pokémon's_barrier_substitute_and_the_like_and_strikes.
212,moxie,the_pokémon_shows_moxie_and_that_boosts_the_attack_stat_after_knocking_out_any_pokémon.
213,cursed_body,may_disable_a_move_used_on_the_pokémon.
214,slush_rush,boosts_the_pokémon's_speed_stat_in_a_hailstorm.
215,contrary,makes_stat_changes_have_an_opposite_effect.
216,power_construct,other_cells_gather_to_aid_when_its_hp_becomes_half_or_less._then_the_pokémon_changes_its_form_to_complete_forme.
217,skill_link,maximizes_the_number_of_times_multistrike_moves_hit.
218,stamina,boosts_the_defense_stat_when_hit_by_an_attack.
219,queenly_majesty,its_majesty_pressures_the_opposing_pokémon_making_it_unable_to_attack_using_priority_moves.
220,triage,gives_priority_to_a_healing_move.
221,screen_cleaner,when_the_pokémon_enters_a_battle_the_effects_of_light_screen_reflect_and_aurora_veil_are_nullified_for_both_opposing_and_ally_pokémon.
222,heavy_metal,doubles_the_pokémon's_weight.
223,imposter,the_pokémon_transforms_itself_into_the_pokémon_it's_facing.
224,analytic,boosts_move_power_when_the_pokémon_moves_last.
225,friend_guard,reduces_damage_done_to_allies.
226,steely_spirit,powers_up_ally_pokémon's_steel-type_moves.
227,harvest,may_create_another_berry_after_one_is_used.
228,multiscale,reduces_the_amount_of_damage_the_pokémon_takes_while_its_hp_is_full.
229,pickpocket,steals_an_item_from_an_attacker_that_made_direct_contact.
230,moody,raises_one_stat_sharply_and_lowers_another_every_turn.
231,toxic_boost,powers_up_physical_attacks_when_the_pokémon_is_poisoned.
232,protean,changes_the_pokémon's_type_to_the_type_of_the_move_it's_about_to_use.
233,flare_boost,powers_up_special_attacks_when_the_pokémon_is_burned.
234,symbiosis,the_pokémon_passes_its_item_to_an_ally_that_has_used_up_an_item.
235,zen_mode,changes_the_pokémon's_shape_when_hp_is_half_or_less.
236,gale_wings,gives_priority_to_flying-type_moves_when_the_pokémon's_hp_is_full.
237,grass_pelt,boosts_the_pokémon's_defense_stat_on_grassy_terrain.
238,aroma_veil,protects_itself_and_its_allies_from_attacks_that_limit_their_move_choices.
239,pixilate,normal-type_moves_become_fairy-type_moves._the_power_of_those_moves_is_boosted_a_little.
240,gooey,contact_with_the_pokémon_lowers_the_attacker's_speed_stat.
241,long_reach,the_pokémon_uses_its_moves_without_making_contact_with_the_target.
242,liquid_voice,all_sound-based_moves_become_water-type_moves.
243,perish_body,when_hit_by_a_move_that_makes_direct_contact_the_pokémon_and_the_attacker_will_faint_after_three_turns_unless_they_switch_out_of_battle.
244,stalwart,ignores_the_effects_of_opposing_pokémon's_abilities_and_moves_that_draw_in_moves.
245,libero,changes_the_pokémon's_type_to_the_type_of_the_move_it's_about_to_use.
246,mirror_armor,bounces_back_only_the_stat-lowering_effects_that_the_pokémon_receives.
247,ice_scales,the_pokémon_is_protected_by_ice_scales_which_halve_the_damage_taken_from_special_moves.
248,propeller_tail,ignores_the_effects_of_opposing_pokémon's_abilities_and_moves_that_draw_in_moves.
